Tag	Tag File Name	Seq	Folder	Priority	Title	Author	Body
society	society.html	3	quotes	999999	Power and Privilege have been amassed	Peter Boettke	"I see instead a world of a permanent war economy, manipulation of money and credit, and rent-seeking society that privileges some at the expense of others -- all of which distort and damage our politics, our markets, and our society.  In essence, Power and Privilege have been amassed in an effort to govern over, rather than a self-governing democratic era where we dissipate power and deny privilege and seek to govern with each other as dignified equals.  True liberalism in this sense would be seen as the emancipatory philosophy that it was written to be -- seeking to eradicate the bonds of oppression imposed by the Altar, the Crown, the Sword, and from both crushing poverty and the protected privileges of the mercantilist class.  
"
society	society.html	3	quotes	999999	The Power of Stakeholder Capitalism	Larry Fink	"Stakeholder capitalism is not about politics. It is not a social or ideological agenda. It is not “woke.” It is capitalism, driven by mutually beneficial relationships between you and the employees, customers, suppliers, and communities your company relies on to prosper. This is the power of capitalism. 
"
society	society.html	3	quotes	999999	Public morality	Robert B. Reich	"Moral guidance about what is right or decent can be found both in religious teachings and in our contemporary understanding of what we owe one another as members of the same society. As I have suggested, they overlap. A public morality that protects our democratic institutions, cherishes the truth, accepts our differences, ensures equal rights and equal opportunity, and invites passionate enagement in our civic life gives our own lives deeper meaning. It enlarges our capacities for attachment and love. It informs our sense of honor and shame. It equips us to be virtuous citizens. 
"
society	society.html	3	quotes	999999	Small groups are a fundamental unit of human social organization	David Sloan Wilson	"Multilevel selection theory tells us that something similar to team-level selection took place in our species for thousands of generations, resulting in adaptations for teamwork that are baked into the genetic architecture of our minds. Absorbing this fact leads to the conclusion that *small groups are a fundamental unit of human social organization*. Individuals cannot be understood except in the context of small groups, and large-scale societies need to be seen as a kind of multicellular organism comprising small groups. 
"
society	society.html	3	quotes	999999	Social resilience	Sebastian Junger	"Recent studies of something called ""social resilience"" have identified resource sharing and egalitarian wealth distribution as major components of a society's ability to recover from hardship. 
"
society	society.html	3	quotes	999999	The stagnation of American middle-class living standards	Ben Friedman	"I believe that the rising intolerance and incivility and the eroding generosity and openness that have marked important aspects of American society in the recent past have been, in significant part, a consequence of the stagnation of American middle-class living standards.
"
society	society.html	3	quotes	999999	True Character	E. O. Wilson	"True character arises from a deeper well than religion. It is the internalization of moral principles of a society, augmented by those tenets personally chosen by the individual, strong enough to endure through trials of solitude and adversity. The principles are fitted together into what we call integrity, literally the integrated self, wherein personal decisions feel good and true. Character is in turn the enduring source of virtue. It stands by itself and excites admiration in others. It is not obedience to authority, and while it is often consistent with and reinforced by religious belief, it is not piety.
"
society	society.html	3	quotes	999999	We are what we pretend to be	Kurt Vonnegut	"We are what we pretend to be, so we must be careful about what we pretend to be.
"
society	society.html	3	quotes	999999	We have the capacity to envision a better future and make it a reality	Victor Hwang	"Many people interpret the invisible hand concept as saying, we should just take our hands off the steering wheel like there’s nothing we should do.  I don’t agree with that.  Humans aren’t designed to accept the world as is, so to just say “whatever” is denying what makes us thrive as a species.  More than any other creature on Earth, we have the capacity to envision a better future and make it a reality.  We are askers of the question, “What kind of world do we want?” And perhaps even more importantly, we can ask the follow-up question, “How do we build that?” 
"
society	society.html	3	quotes	999999	The welfare of the whole human race	Arnold J. Toynbee	"The twentieth century will be chiefly remembered by future generations not as an era of political conflicts or technical inventions, but as an age in which human society dared to think of the welfare of the whole human race as a practical objective. 
"
society	society.html	3	quotes	999999	We Need a Place to Stand	John Bacon and Ed Zeiders	"Researching my latest book, Fourth and Long, I met Dr. Ed Zeiders, the pastor of St. Paul's United Methodist Church in State College. He has seen what a college football team can do for a community in ways others might not. 

'We are desperately needy,' he told me. 'We need a place to stand, and a people to stand with, and a cause to stand for. That is not original with me. That came out of World Methodism. And those three propositions hold the key to healthy and value-oriented living. Our culture is devoid of these things.'"
society	society.html	3	quotes	999999	We need governments to provide clear pathways	Larry Fink	"Capitalism has the power to shape society and act as a powerful catalyst for change. But businesses can’t do this alone, and they cannot be the climate police. That will not be a good outcome for society. We need governments to provide clear pathways and a consistent taxonomy for sustainability policy, regulation, and disclosure across markets. When we harness the power of both the public and private sectors, we can achieve truly incredible things. This is what we must do to get to net zero.
"
society	society.html	3	quotes	999999	We vastly underestimate the impact of our immediate environment on our behavior	Dave Mayer	"Most people tend to think that characteristics of a person drive whether someone is ethical or not. For example, one’s upbringing, religious values or even genetics must determine whether a person is a good apple or a bad egg. While those factors matter to some degree, my research and decades of science in social and organizational psychology tell us that we vastly underestimate the impact of our immediate environment on our behavior. Good people can do bad things in certain contexts, and the reverse is true as well.
"
society	society.html	3	quotes	999999	What would a new social compact look like?	Edward Luce	"What would a new social compact look like? Since our crisis is political, the solutions must stretch far beyond economics. My own views do not always fit into twentieth-century pigeonholes. But I believe that protecting society's weakest from arbitrary misfortune is the ultimate test of our civilisational worth. It seems blindingly obvious that universal healthcare ought to be a basic shield against the vicissitudes of an increasingly volatile labour market. Humane immigration laws should be enforced, and the link between public benefits and citizenship restored. Ours is an age of lawyers and accountants. Micro-regulation of the workplace ought to be replaced with broad guidelines; free speech, in whatever form it takes, must be upheld on campuses and in the media; the tax system should be ruthlessly simplified; governments must tax bad things, such as carbon, rather than good things, like jobs; companies should be taxed where they conduct their business. Governments must launch Marshall Plans to retrain their middle classes. The nature of representative democracy should be re-imagined. Above all, money's stranglehold on the legistlative process has to be broken. 
"
society	society.html	3	quotes	999999	When racial or religious lines are drawn by the State	William O. Douglas	"When racial or religious lines are drawn by the State, the multi-racial, multi-religious communities that our Constitution seeks to weld together as one become separatist; antagonisms that relate to race or to religion, rather than to political issues, are generated; communities seek not the best representative, but the best racial or religious partisan.
"
society	society.html	3	quotes	999999	The yen to work drops in flat economies	Edward Luce	"Writing in the 1950s, Daniel Bell, the great American sociologist, said 'economic growth has become the secular religion of advancing industrial societies'. He was right. It follows that in its absence, many people lapse into the equivalent of atheism. That sense of listlessness shows up in many ways. In the labour market, it means falling rates of workforce participation. Much as the desire to worship falls in agnostic societies, the yen to work drops in flat economies. In the last decade, America's share of people in full-time jobs has dropped to European levels, which used to be written off as a sclerotic consequence of the continent's over-regulated labour markets. Now the US rate is bang on the European average. In some respects it is worse. There is now a higher share of French males in full-time jobs than Americans -- a statistic that reflects poorly on America, rather than well on France. 
"
sustainability	sustainability.html	3	quotes	999999	Climate Changers	John Guillebaud	"We urgently need to stabilise and reduce human numbers. There is no way that a population of nine billion -- the UN's medium forecast for 2050 -- can meet its energy needs without unacceptable damage to the planet and a great deal of human misery. We need to think about climate changers -- human beings and their numbers -- as well as climate change. It is the elephant in the room that nobody wants to talk about. Unless we reduce the human population humanely through family planning, nature will do it for us through violence, epidemics or starvation.
"
sustainability	sustainability.html	3	quotes	999999	Digging up fossil fuels and setting them alight	Bill McKibben	"For two hundred years, human economic activity has largely consisted of digging up fossil fuels and setting them alight, and while two hundred years seems like a long time to us, in geological terms it’s like a bat out of… well, out of hell. We’re currently injecting carbon dioxide into the atmosphere ten times faster than during the End-Permiasn, which was, just to repeat, the worst event in the earth’s history. 
"
sustainability	sustainability.html	3	quotes	999999	Economic growth will not save the global ecosystem	Yuval Noah Harari	"Liberalism traditionally relied on economic growth to magically solve difficult social and political conflicts. Liberalism reconciled the proletariat with the bourgeoisie, the faithful with atheists, natives with immigrants, and Europeans with Asians by promising everybody a larger slice of the pie. With a constantly growing pie, that was possible. However, economic growth will not save the global ecosystem; just the opposite, in fact, for economic growth is the cause of the ecological crisis. And economic growth will not solve technological disruption, for it is predicated on the invention of more and more disruptive technologies. 
"
sustainability	sustainability.html	3	quotes	999999	Economies that make us thrive	Kate Raworth	"Today we have economies that need to grow, whether or not they make us thrive; what we need are economies that make us thrive, whether or not they grow.
"
sustainability	sustainability.html	3	quotes	999999	Exponential growth in a finite world	Kenneth Boulding	"Anyone who believes that exponential growth can go on forever in a finite world is either a madman or an economist.
"
sustainability	sustainability.html	3	quotes	999999	Having Fewer Children and Grandchildren	Herb Bowie	"On the subject of climate change, I think we need to not only think of what sort of planet we will be leaving to our children and grandchildren, but start to think about leaving fewer children and grandchildren for our planet to have to sustain. We cannot stop and reverse climate change if the human population of the planet continues to climb; in fact, it is exceedingly improbably that we can save our planet while maintaining the same number of people we have alive today. 
"
sustainability	sustainability.html	3	quotes	999999	The Human Experiment is Now in Question	Bill McKibben	"Put simply, between ecological destruction and technological hubris, the human experiment is now in question. The stakes feel very high, and the odds very long, and the trends very ominous. 
"
sustainability	sustainability.html	3	quotes	999999	Managing our planetary household	Kate Raworth	"The word 'economics' was coined by the philosopher Xenophon in Ancient Greece. Combining *oikos* meaning household with *nomos* meaning rules or norms, he invented the art of household management, and it could not be more relevant today. This century we need some pretty insightful managers to guide our planetary household, and ones who are ready to pay attention to the needs of all of its inhabitants. 
"
sustainability	sustainability.html	3	quotes	999999	A Planet-Sized Problem	E. O. Wilson	"Few will doubt that humankind has created a planet-sized problem for itself. No one wished it so, but we are the first species to become a geophysical force, altering Earth's climate, a role previously reserved for tectonics, sun flares, and glacial cycles. We are also the greatest destroyer of life since the ten-kilometer-wide meteorite that landed near Yucatan and ended the Age of Reptiles sixty-five million years ago. Through overpopulation we have put ourselves in danger of running out of food and water. So a very Faustian choice is upon us: whether to accept our corrosive and risky behavior as the unavoidable price of population and economic growth, or to take stock of ourselves and search for a new environmental ethic. 
"
sustainability	sustainability.html	3	quotes	999999	Quality of Children vs. Quantity	Margaret Mead	"Instead of needing lots of children, we need high-quality children.
"
sustainability	sustainability.html	3	quotes	999999	Unprecedented growth in human power	Yuval Noah Harari	"The last 500 years have witnessed a phenomenal and unprecedented growth in human power. In the year 1500, there were about 500 million Homo sapiens in the entire world. Today, there are 7 billion. The total value of goods and services produced by humankind in the year 1500 is estimated at $250 billion, in today's dollars. Nowadays the value of a year of human production is close to $60 trillion. In 1500, humanity consumed about 13 trillion calories of energy per day. Today, we consume 1,500 trillion calories a day. (Take a second look at those figures -- human population has increased fourteen-fold, production 240-fold, and energy consumption 115-fold.)
"
systemic	systemic.html	3	quotes	999999	Ancient ethnic sores belching fire	Don Beck and Chris Cowan	"The complications of this diversity can be overwhelming. Ancient ethnic sores are belching fire while transnational companies linked by satellites conduct their business oblivious to the feudal past below.
"
systemic	systemic.html	3	quotes	999999	Competition is not separable from endless flavors of cooperation	Richard Powers	"Her trees are far more social than even Patricia suspected. There are no individuals. There aren't even separate species. Everything in the forest is the forest. Competition is not separable from endless flavors of cooperation. Trees fight no more than do the leaves on a single tree. It seems most of nature *isn't* red in tooth and claw, after all. For one, those species at the base of the living pyramid have neither teeth nor talons. But if trees share their storehouses, then every drop of red must float on a sea of green. 
"
systemic	systemic.html	3	quotes	999999	An edifice which produces beggars needs restructuring	Martin Luther King Jr.	"True compassion is more than flinging a coin to a beggar. It understands that an edifice which produces beggars needs restructuring.
"
systemic	systemic.html	3	quotes	999999	In the thrall of a vast, world-spanning machine	Tim O'Reilly	"We are already in the thrall of a vast, world-spanning machine that, due to errors in its foundational programming, has developed a disdain for human beings, is working to make them irrelevant, and resists all attempts to bring it back under control. It is not yet intelligent or autonomous, and it still depends on its partnership with humans, but it grows more powerful and more independent every day. We are engaged in a battle for the soul of this machine, and we are losing. 
"
systemic	systemic.html	3	quotes	999999	Learning from Experience	Peter Senge	"The most powerful learning comes from direct experience. But what happens when we can no longer observe the consequences of our actions? Herein lies the core <em>learning dilemma</em> that confronts organizations:<em> we learn best from experience but we never directly experience the consequences of many of our most important decisions.</em> The most critical decisions made in organizations have systemwide consequences that stretch over years or decades.
"
systemic	systemic.html	3	quotes	999999	The modern horrors of bureaucracy	Amanda Cross	"Yet the people here suffered, apparently, from the fact that they were employed not by an educational institution, but by a bureaucratic system. They were all, to a large extent, clerks, neatly bound up in red tape, and, like clerks, they gave themselves the illusion of freedom by discussing and ridiculing the strictures that bound them. Kate thought lovingly of her own university, where one struggled, God knew, against the ancient sins of favoritism, flattery, and simony, but where the modern horrors of bureaucracy had not yet strangled her colleagues or herself. 
"
systemic	systemic.html	3	quotes	999999	Simple things should be simple, complex things should be possible	Alan Kay	"Simple things should be simple, complex things should be possible.
"
systemic	systemic.html	3	quotes	999999	We don't even own suits	Apple	"When an AT&amp;T rep suggested Jobs wear a suit to meet with AT&amp;T's CEO, the deputy replied, ""We're Apple. We don't wear suits. We don't even own suits.""
"
systemic	systemic.html	3	quotes	999999	Which side will lose by winning	Richard Powers	"Aspens are withering. Grazed on by everything with hooves, cut off from rejuvenating fire, whole groves are vanishing. Now she sees a forest, spreading across these mountains since before humans left Africa, giving way to second homes. She sees it in one great glimpse of flashing gold: trees and humans, at war over the land and water and atmosphere. And she can hear, louder than the quaking leaves, which side will lose by winning. 
"
systemic	systemic.html	3	quotes	999999	A working simple system	John Gall	"A complex system that works is invariably found to have evolved from a simple system that worked. The inverse proposition also appears to be true. A complex system designed from scratch never works and cannot be made to work. You have to start over beginning with a working simple system. 
"
systemic	systemic.html	3	quotes	999999	The World Empire enforces World Peace	Yuval Noah Harari	"Most countries no longer engage in full-scale war for the simple reason that they are no longer independent. Though citizens in Israel, Italy, Mexico or Thailand may harbour illusions of independence, the fact is that their governments cannot conduct independent economic or foreign policies, and they are certainly incapable of initiating and conducting full-scale war on their own. As explained in Chapter 11, we are witnessing the formation of a global empire. Like previous empires, this one, too, enforces peace within its borders. And since its borders cover the entire globe, the World Empire effectively enforces world peace.
"
technology	technology.html	3	quotes	999999	Individualized lifestyles deeply brutalizing to the human spirit	Sebastian Junger	"Most primates, including humans, are intensely social, and there are very few instances of lone primates surviving in the wild. A modern soldier returning from combat -- or a survivor of Sarajevo -- goes from the kind of close-knit group that humans evolved for, back into a society where most people work outside the home, children are educated by strangers, families are isolated from wider communities, and personal gain almost completely eclipses collective good. Even if he or she is part of a family, that is not the same as belonging to a group that shares resources and experiences almost everything collectively. Whatever the technological advances of modern society -- and they're nearly miraculous -- the individualized lifestyles that those technologies spawn seem to be deeply brutalizing to the human spirit. 
"
technology	technology.html	3	quotes	999999	My brain felt hungry	Ezra Klein	"That’s how my brain felt to me, too. Hungry. Needy. Itchy. Once it wanted information. But then it was distraction. And then, with social media, validation. A drumbeat of: You exist. You are seen.
"
technology	technology.html	3	quotes	999999	To distract the watchdog of the mind	Marshall McLuhan	"Our conventional response to all media, namely that it is how they are used that counts, is the numb stance of the technological idiot. For the ‘content’ of a medium is like the juicy piece of meat carried by the burglar to distract the watchdog of the mind.
"
technology	technology.html	3	quotes	999999	Where the Puck is Going to Be	Steve Jobs	"There's an old Wayne Gretzky quote that I love. 'I skate to where the puck is going to be, not where it has been.' And we've always tried to do that at Apple. Since the very very beginning. And we always will.
"
tools	tools.html	3	quotes	999999	A bicycle for our minds	Steve Jobs	"I read a study that measured the efficiency of locomotion for various species on the planet. The condor used the least energy to move a kilometer. Humans came in with a rather unimpressive showing about a third of the way down the list. It was not too proud of a showing for the Crown of Creation. That didn't look so good, but then someone at Scientific American had the insight to test the efficiency of locomotion for a man on a bicycle and a human on a bicycle blew the condor away. That's what a computer is to me: the computer is the most remarkable tool that we've ever come up with. It's the equivalent of a bicycle for our minds.
"
value creation	value-creation.html	3	quotes	999999	Capitalists who worship only at the feet of capitalism	Herb Bowie	"Democratic capitalism is a wonderful device precisely because it maximizes the ability of individuals within society to singly and collectively pursue the ends that <em>they</em> find to be important and meaningful; the accomplishments of a capitalistic society are noble and grand to the extent that the ends pursued by its individuals aspire to these lofty goals, and bereft to the extent that the intentions of its citizens are mean and unworthy; nothing makes capitalism appear more hollow than capitalists who worship only at the feet of capitalism: they are like workmen who have fallen in love with their tools, while blind to the glories of the cathedrals these tools have built and can yet build. 
"
value creation	value-creation.html	3	quotes	999999	Economics is essentially a question of design	Kate Raworth	"Economics, it turns out, is not a matter of discovering laws: it is essentially a question of design. 
"
value creation	value-creation.html	3	quotes	999999	Economies that make us thrive	Kate Raworth	"Today we have economies that need to grow, whether or not they make us thrive; what we need are economies that make us thrive, whether or not they grow.
"
value creation	value-creation.html	3	quotes	999999	Exponential growth in a finite world	Kenneth Boulding	"Anyone who believes that exponential growth can go on forever in a finite world is either a madman or an economist.
"
value creation	value-creation.html	3	quotes	999999	The growth of firms	Edith Penrose	"All the evidence we have indicates that the growth of firms is connected with the attempts of a particular group of human beings to do something.
"
value creation	value-creation.html	3	quotes	999999	The increase of wealth is not boundless	John Stuart Mill	"The increase of wealth is not boundless. A stationary condition of capital and population implies no stationary state of human improvement. There would be as much scope as ever for all kinds of mental culture, and moral and social progress; as much room for improving the art of living, and much more likelihood of it being improved, when minds ceased to be engrossed by the art of getting on. 
"
value creation	value-creation.html	3	quotes	999999	Invest in your employees	Jasmine Donovan	"I give them [other business owners] the same advice my grandfather had when he was starting the business [Dick's Drive-Ins]. A business, first step, is it has to make a profit. The next step is to invest in your employees. They'll take better care of your customers, which will help you earn more profit. When they move on from your business and do other things, they're evangelists for your company and that helps you make more profit. Once that virtuous cycle is going, you can also invest in your community because if your community is thriving, your business will thrive. And so for these businesses that come to us asking what they should do first, the biggest thing I tell them is to talk to your employees. Ask them what it is that your employee population would want. Talk to them! Start with that. And if you can't do it for everybody or everything that they would want, just do some part of it, then work your way up from there. 
"
value creation	value-creation.html	3	quotes	999999	It's the rich class that's winning	Warren Buffett	"There's class warfare, all right, but it's my class, the rich class, that's making war, and we're winning. 
"
value creation	value-creation.html	3	quotes	999999	Lean	Jim Womack	"""Creating ever more value for customers with ever fewer resources"" is ... all I have ever meant by ""lean"".
"
value creation	value-creation.html	3	quotes	999999	Liberalism is not Socialism	Winston Churchill	"Liberalism is not Socialism, and never will be. There is a great gulf fixed. It is not a gulf of method, it is a gulf of principle. … Socialism seeks to pull down wealth. Liberalism seeks to raise up poverty. Socialism would destroy private interests; Liberalism would preserve private interests in the only way in which they can be safely and justly preserved, namely by reconciling them with public right. Socialism would kill enterprise; Liberalism would rescue enterprise from the trammels of privilege and preference … Socialism exalts the rule; Liberalism exalts the man. Socialism attacks capital; Liberalism attacks monopoly.
"
value creation	value-creation.html	3	quotes	999999	Life is a series of daring adventures from a secure base	David Brooks	"Human development research offers a different formula: All of life is a series of daring adventures from a secure base. If government can create a framework in which people grow up amid healthy families, nurturing schools, thick communities and a secure safety net, then they will have the resources and audacity to thrive in a free global economy and a diversifying skills economy.
"
value creation	value-creation.html	3	quotes	999999	Luxuries tend to become necessities	Yuval Noah Harari	"One of history’s fews iron laws is that luxuries tend to become necessities and to spawn new obligations. Once people get used to a certain luxury, they take it for granted. Then they begin to count on it. Finally they reach a point where they can’t live without it. 
"
value creation	value-creation.html	3	quotes	999999	Managing our planetary household	Kate Raworth	"The word 'economics' was coined by the philosopher Xenophon in Ancient Greece. Combining *oikos* meaning household with *nomos* meaning rules or norms, he invented the art of household management, and it could not be more relevant today. This century we need some pretty insightful managers to guide our planetary household, and ones who are ready to pay attention to the needs of all of its inhabitants. 
"
value creation	value-creation.html	3	quotes	999999	A Man of Value	Albert Einstein	"Try to become not a man of success, but try rather to become a man of value.
"
value creation	value-creation.html	3	quotes	999999	Only Two Sources of Real Wealth	Dorothy L. Sayers	"We have had to learn the bitter lesson that in all the world there are only two sources of real wealth: the fruit of the earth and the labor of men; and to estimate work not by the money it brings to the producer, but by the worth of the thing that is made.
"
value creation	value-creation.html	3	quotes	999999	The Power of Stakeholder Capitalism	Larry Fink	"Stakeholder capitalism is not about politics. It is not a social or ideological agenda. It is not “woke.” It is capitalism, driven by mutually beneficial relationships between you and the employees, customers, suppliers, and communities your company relies on to prosper. This is the power of capitalism. 
"
value creation	value-creation.html	3	quotes	999999	A Progressive Annual Tax on Capital	Thomas Piketty	"The right solution is a progressive annual tax on capital. This will make it possible to avoid an endless inegalitarian spiral while preserving competition and incentives for new instances of primitive accumulation.... This would contain the unlimited growth of global inequality of wealth, which is currently increasing at a rate that cannot be sustained in the long run and that ought to worry even the most fervent champions of the self-regulated market. Historical experience shows, moreover, that such immense inequalities of wealth have little to do with the entrepreneurial spirit and are of no use in promoting growth. Nor are they of any 'common utility,' to borrow the nice expression from the 1789 Declaration of the Rights of Man and the Citizen with which I began this book.
"
value creation	value-creation.html	3	quotes	999999	Shareholder Value	Jack Welch	"On the face of it, shareholder value is the dumbest idea in the world. Shareholder value is a result, not a strategy... your main constituencies are your employees, your customers and your products. Managers and investors should not set share price increases as their overarching goal. ... Short-term profits should be allied with an increase in the long-term value of a company. 
"
value creation	value-creation.html	3	quotes	999999	Technological Unemployment	John Maynard Keynes	"We are being afflicted with a new disease of which some readers may not yet have heard the name, but of which they will hear a great deal in the years to come -- namely, technological unemployment. This means unemployment due to our discovery of means of economising the use of labour outrunning the pace at which we can find new uses for labour.
"
value creation	value-creation.html	3	quotes	999999	We need governments to provide clear pathways	Larry Fink	"Capitalism has the power to shape society and act as a powerful catalyst for change. But businesses can’t do this alone, and they cannot be the climate police. That will not be a good outcome for society. We need governments to provide clear pathways and a consistent taxonomy for sustainability policy, regulation, and disclosure across markets. When we harness the power of both the public and private sectors, we can achieve truly incredible things. This is what we must do to get to net zero.
"
value creation	value-creation.html	3	quotes	999999	Workers demanding more from their employers	Larry Fink	"Workers demanding more from their employers is an essential feature of effective capitalism. It drives prosperity and creates a more competitive landscape for talent, pushing companies to create better, more innovative environments for their employees – actions that will help them achieve greater profits for their shareholders. Companies that deliver are reaping the rewards. 
"
value creation	value-creation.html	3	quotes	999999	A Work Ethic Gone Mad	Matthew Stewart	"The blend of corporate mysticism and transcendental consumerism he [Tom Peters] offers has its roots planted in the pragmatic, optimistic, can-do American work ethic. But, like the Taylorist philosophy from which it springs, it is also a work ethic gone mad. It begins with the idea that work can be meaningful and stretches it to the point where there is no meaning outside work. It becomes a deluded form of optimism, a feverish activity that masks an underlying anxiety about the meaning of life, a form of self-alienation so complete that the self disappears entirely into its consumer preferences and transactions.
"
value creation	value-creation.html	3	quotes	999999	Work, Soul and Life	Albert Camus	"Without work, all life goes rotten. But when work is soulless, life stifles and dies.
"
value creation	value-creation.html	3	quotes	999999	Worshipping the divine right of capital	Tim O'Reilly	"Future economic historians may look back wryly at this period when we worshipped the divine right of capital while looking down on our ancestors who believed in the divine right of kings. 
"
value creation	value-creation.html	3	quotes	999999	The yen to work drops in flat economies	Edward Luce	"Writing in the 1950s, Daniel Bell, the great American sociologist, said 'economic growth has become the secular religion of advancing industrial societies'. He was right. It follows that in its absence, many people lapse into the equivalent of atheism. That sense of listlessness shows up in many ways. In the labour market, it means falling rates of workforce participation. Much as the desire to worship falls in agnostic societies, the yen to work drops in flat economies. In the last decade, America's share of people in full-time jobs has dropped to European levels, which used to be written off as a sclerotic consequence of the continent's over-regulated labour markets. Now the US rate is bang on the European average. In some respects it is worse. There is now a higher share of French males in full-time jobs than Americans -- a statistic that reflects poorly on America, rather than well on France. 
"
value creation	value-creation.html	3	quotes	999999	You have to create more than you consume	Jeff Bezos	"If you want to be successful in business (in life, actually), you have to create more than you consume. Your goal should be to create value for everyone you interact with. Any business that doesn’t create value for those it touches, even if it appears successful on the surface, isn’t long for this world. It’s on the way out.
"
wonder	wonder.html	3	quotes	999999	Art and Spirit	Ken Wilber	"And whatever we mean by the word 'spirit' -- let us just say, with Tillich, that it involves for each of us our ultimate concern -- it is in that simple awestruck moment when great art enters you and changes you, that spirit shines in this world just a little more brightly than it did the moment before.
"
wonder	wonder.html	3	quotes	999999	Bathing in mystery and confusion	Carl Sagan	"I don’t mean to suggest that we have the final answers; we are bathing in mystery and confusion on many subjects, and I think that will always be our destiny. The universe will always be much richer than our ability to understand it.
"
wonder	wonder.html	3	quotes	999999	Competition is not separable from endless flavors of cooperation	Richard Powers	"Her trees are far more social than even Patricia suspected. There are no individuals. There aren't even separate species. Everything in the forest is the forest. Competition is not separable from endless flavors of cooperation. Trees fight no more than do the leaves on a single tree. It seems most of nature *isn't* red in tooth and claw, after all. For one, those species at the base of the living pyramid have neither teeth nor talons. But if trees share their storehouses, then every drop of red must float on a sea of green. 
"
wonder	wonder.html	3	quotes	999999	Dreams Come True	John Updike	"Dreams come true. Without that possibility, nature would not incite us to have them.
"
wonder	wonder.html	3	quotes	999999	Finish every day and be done with it	Ralph Waldo Emerson	"Finish every day and be done with it. You have done what you could -- some blunders and absurdities no doubt crept in: forget them as fast as you can. Tomorrow is a new day. You shall begin it well and serenely, and with too high a spirit to be cumbered with your old nonsense. 
"
wonder	wonder.html	3	quotes	999999	The Golden Eternity	Jack Kerouac	"I have lots of things to teach you now, in case we ever meet, concerning the message that was transmitted to me under a pine tree in North Carolina on a cold winter moonlit night. It said that Nothing Ever Happened, so don't worry. It's all like a dream. Everything is ecstasy, inside. We just don't know it because of our thinking-minds. But in our true blissful essence of mind is known that everything is alright forever and forever and forever. Close your eyes, let your hands and nerve-ends drop, stop breathing for 3 seconds, listen to the silence inside the illusion of the world, and you will remember the lesson you forgot, which was taught in immense milky way soft cloud innumerable worlds long ago and not even at all. It is all one vast awakened thing. I call it the golden eternity. It is perfect.
"
wonder	wonder.html	3	quotes	999999	The Half-Finished Heaven	Tomas Tranströmer	"Despondency breaks off its course.  
Anguish breaks off its course.  
The vulture breaks off its flight.

The eager light streams out,  
even the ghosts take a draught.

And our paintings see daylight,  
our red beasts of the ice-age studios.

Everything begins to look around.  
We walk in the sun in hundreds.

Each man is a half-open door  
leading to a room for everyone.

The endless ground under us.

The water is shining among the trees.

The lake is a window into the earth."
wonder	wonder.html	3	quotes	999999	A mind is blown	Michael Chabon	"A mind is blown when something you always feared but knew to be impossible turns out to be true; when the world turns out far vaster, far more marvelous or malevolent than you ever dreamed; when you get proof that everything is connected to everything else, that everything you know is wrong, that you are both the center of the universe and a tiny speck sailing off its nethermost edge.
"
wonder	wonder.html	3	quotes	999999	The Mysterious	Albert Einstein	"The most beautiful experience we can have is the mysterious. It is the fundamental emotion that stands at the cradle of true art and true science. Whoever does not know it and can no longer wonder, no longer marvel, is as good as dead, and his eyes are dimmed. It was the experience of mystery -- even if mixed with fear -- that engendered religion. A knowledge of the existence of something we cannot penetrate, our perceptions of the profoundest reason and the most radiant beauty, which only in their most primitive forms are accessible to our minds: it is this knowledge and this emotion that constitute true religiosity. In this sense, and only this sense, I am a deeply religious man.
"
wonder	wonder.html	3	quotes	999999	Mysticism has kept men sane	G. K. Chesterton	"The truth is that Tolstoy, with his immense genius, with his colossal faith, with his vast fearlessness and vast knowledge of life, is deficient in one faculty and one faculty alone. He is not a mystic; and therefore he has a tendency to go mad. Men talk of the extravagances and frenzies that have been produced by mysticism; they are a mere drop in the bucket. In the main, and from the beginning of time, mysticism has kept men sane. The thing that has driven them mad was logic. ...The only thing that has kept the race of men from the mad extremes of the convent and the pirate-galley, the night-club and the lethal chamber, has been mysticism-- the belief that logic is misleading, and that things are not what they seem.
"
wonder	wonder.html	3	quotes	999999	The original naiveté	Henri Matisse	"You study, you learn, but you guard the original naiveté. It has to be within you, as desire for drink is within the drunkard or love is within the lover. 
"
wonder	wonder.html	3	quotes	999999	Start with romance and build to a reality	Ray Bradbury	"I think it’s part of the nature of man to start with romance and build to a reality. There’s hardly a scientist or an astronaut I’ve met who wasn’t beholden to some romantic before him who led him to doing something in life.
"
wonder	wonder.html	3	quotes	999999	A strange magic in human-made things	J. K. Rowling	"There can be a strange magic in human-made things. Not in all of them: not in plastic bottles or Q-Tips or batteries; but in those that are interwoven with our pasts, with our homes, with our great loves. These are things that have been mysteriously imbued with humanity — our own or other people’s.
"
wonder	wonder.html	3	quotes	999999	This dazed and dramatic ignorance	G. K. Chesterton	"One of the deepest and strangest of all human moods is the mood which will suddenly strike us perhaps in a garden at night, or deep in sloping meadows, the feeling that every flower and leaf has just uttered something stupendously direct and important, and that we have by a prodigy of imbecility not heard or understood it. There is a certain poetic value, and that a genuine one, in this sense of having missed the full meaning of things. There is beauty, not only in wisdom, but in this dazed and dramatic ignorance.
"
