Date Added	Folder	Title	Content
2018-11-07 12:16:11 -0800	Quotes	Egocentric Existence	<p>Both the authoritarian and the submissive develop standards which they feel will insure them against threat, but these are very raw standards. The submissive person chooses to get away with what he can within the life style which is possible for him. The authoritarian chooses to do as he pleases. He spawns, as his raison d&#8217;être, the rights of assertive individualism. These rights become, in time, the absolute rights of kings, the unassailable prerogatives of management, the inalienable rights of those who have achieved positions of power, and even the rights of the lowly hustler to all he can hustle. This is a world of the aggressive expression of man&#8217;s lusts openly and unabashedly by the &#8216;haves,&#8217; and more covertly and deviously by the &#8216;have nots.&#8217; </p>
2018-11-07 11:38:52 -0800	Quotes	Man's nature is an open, constantly evolving system	<p>The error which most people make when they think about human values is that they assume the nature of man is fixed and there is a single set of human values by which he should live. Such an assumption does not fit with my research. My data indicate that man&#8217;s nature is an open, constantly evolving system, a system which proceeds by quantum jumps from one steady state system to the next through a hierarchy of ordered systems. </p>
2018-11-07 11:54:03 -0800	Quotes	While he was focusing on the inner self, his outer world has gone to pot	<p>At the personalistic level (F-S), man becomes centrally concerned with peace with his inner self and in the relation of his self to the inner self of others. He becomes concerned with belonging, with being accepted, with knowing the inner side of self and other selves so harmony can come to be, so people as individuals can be at peace with themselves and thus with the world. And when he achieves this, he finds he must become concerned with more than self or other selves, because while he was focusing on the inner self to the exclusion of the external world, his outer world has gone to pot. So now he turns outward to life and to the whole, the total universe. As he does so he begins to see the problems of restoring the balance of life which has been torn asunder by his individualistically oriented, self-seeking climb up the first ladder of existence. </p>
2018-11-13 15:43:26 -0800	Quotes	Man must believe in an open future	<p>Man&#8217;s freedom is a reality &#8211; a reality that makes a difference to his physical, as well as his mental health. When Frankl&#8217;s prisoners ceased to believe in the possibility of freedom, they grew sick and died. On the other hand, when they saw that Dachau had no chimney, standing out all night in the rain seemed no great hardship; they laughed and joked. The conclusion needs to be stated in letters ten feet high. In order to realise his possibilities, man must believe in an open future; he must have a vision of something worth doing. And this will not be possible until all the determinism and pessimism that we have inherited from the 19th century &#8211; and which has infected every department of our culture, from poetry to atomic physics &#8211; has been dismissed as fallacious and illogical. </p>
2013-12-28 13:09:27 -0800	Quotes	Critical Thinking Followed by Action	"<p>Interviewer: What&#8217;s the most important meditation we can do now? </p>

<p>Dalai Lama: Critical thinking, followed by action. Discern what your world is. Know the plot, the scenario of this human drama. And then figure out where your talents might fit in to make a better world. </p>"
2011-06-24 20:17:22 -0700	Quotes	Quality Matters	<p>Quality matters, and much of the evidence suggests that while developing countries are encouraging and fostering meritocracy, their Western rivals are increasingly approaching academe with an egalitarian flare &#8211; more access (of course, with the benefit of widening educational opportunity) even if at the expense of quality. </p>
2018-11-15 16:24:42 -0800	Quotes	Everyone is entitled to his own opinion, but not his own facts	<p>Everyone is entitled to his own opinion, but not his own facts </p>
2018-11-15 16:24:42 -0800	Quotes	The institution of the family	<p>The institution of the family is decisive in determining not only if a person has the capacity to love another individual but in the larger social sense whether he is capable of loving his fellow men collectively. The whole of society rests on this foundation for stability, understanding and social peace. </p>
2018-11-15 16:24:42 -0800	Quotes	That community asks for and gets chaos	<p>From the wild Irish slums of the 19th century Eastern seaboard, to the riot-torn suburbs of Los Angeles, there is one unmistakable lesson in American history; a community that allows a large number of men to grow up in broken families, dominated by women, never acquiring any stable relationship to male authority, never acquiring any set of rational expectations about the future &#8211; that community asks for and gets chaos. Crime, violence, unrest, disorder &#8211; most particularly the furious, unrestrained lashing out at the whole social structure &#8211; that is not only to be expected; it is very near to inevitable. And it is richly deserved. </p>
2018-11-15 16:24:42 -0800	Quotes	Living with the strains of complexity	<p>Political society wants things simple. Political scientists know them to be complex&#8230; One could argue that, in part, the leftist impulse is so conspicuous among the educated and well-to-do precisely because they are exposed to more information, and are accordingly forced to choose between living with the strains of complexity, or lapsing into simplism. </p>
